t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 GWSender.0.6931471805599453 GWReceiver.0.6931471805599453 acceptance_rate
549000 19.0 46.0 44.0 27.0 28.0 7.0 61.0 44.0 91.0 31.0 30.0 66.0 92.0 84.0 16.0 35.0 33.0 19.0 2.0 18.0 33.0 4.71875 6.34765625 0.367
550000 16.0 42.0 40.0 22.0 26.0 6.0 59.0 44.0 91.0 27.0 26.0 58.0 87.0 85.0 5.0 31.0 30.0 17.0 0.0 16.0 32.0 3.40625 4.84765625 0.329
551000 19.0 46.0 42.0 28.0 26.0 7.0 57.0 47.0 96.0 28.0 35.0 65.0 104.0 79.0 10.0 35.0 26.0 16.0 1.0 25.0 37.0 5.03125 6.75390625 0.341
552000 13.0 26.0 27.0 10.0 17.0 2.0 46.0 21.0 55.0 17.0 23.0 47.0 49.0 52.0 3.0 21.0 20.0 11.0 0.0 10.0 15.0 4.5 5.78515625 0.372
553000 18.0 47.0 46.0 33.0 32.0 12.0 64.0 46.0 97.0 33.0 32.0 67.0 99.0 102.0 20.0 40.0 36.0 25.0 5.0 24.0 39.0 3.59375 4.97265625 0.331
554000 19.0 48.0 46.0 32.0 30.0 10.0 64.0 48.0 102.0 32.0 32.0 64.0 101.0 87.0 12.0 36.0 34.0 20.0 2.0 26.0 37.0 4.40625 5.97265625 0.349
555000 17.0 41.0 38.0 19.0 24.0 4.0 54.0 41.0 82.0 27.0 28.0 63.0 86.0 76.0 4.0 34.0 28.0 19.0 0.0 13.0 24.0 4.46875 6.03515625 0.388
556000 16.0 47.0 41.0 22.0 26.0 5.0 61.0 55.0 103.0 28.0 27.0 54.0 103.0 67.0 7.0 39.0 27.0 18.0 1.0 18.0 26.0 2.75 4.72265625 0.357
557000 17.0 39.0 28.0 15.0 25.0 6.0 16.0 36.0 49.0 18.0 30.0 53.0 84.0 59.0 0.0 24.0 9.0 13.0 0.0 7.0 26.0 4.46875 6.3125 0.367
558000 14.0 39.0 35.0 18.0 24.0 5.0 52.0 45.0 82.0 23.0 22.0 46.0 81.0 64.0 5.0 32.0 21.0 15.0 1.0 10.0 18.0 2.75 4.16015625 0.361
559000 12.0 27.0 27.0 11.0 14.0 1.0 44.0 24.0 59.0 15.0 20.0 47.0 61.0 49.0 3.0 19.0 19.0 8.0 0.0 9.0 13.0 3.4375 4.69140625 0.352
560000 20.0 48.0 40.0 23.0 28.0 7.0 49.0 51.0 87.0 24.0 34.0 63.0 112.0 86.0 7.0 38.0 23.0 19.0 1.0 22.0 34.0 5.625 7.62890625 0.356
561000 17.0 42.0 39.0 29.0 26.0 8.0 52.0 44.0 88.0 27.0 31.0 52.0 96.0 72.0 13.0 29.0 23.0 18.0 2.0 23.0 38.0 4.40625 5.44140625 0.355
562000 13.0 29.0 25.0 13.0 16.0 3.0 38.0 31.0 56.0 14.0 21.0 45.0 64.0 55.0 2.0 23.0 14.0 10.0 0.0 8.0 16.0 4.34375 5.75390625 0.334
563000 8.0 16.0 19.0 7.0 11.0 2.0 38.0 12.0 35.0 13.0 12.0 28.0 31.0 46.0 2.0 14.0 17.0 7.0 0.0 5.0 9.0 2.625 3.44140625 0.351
564000 19.0 43.0 45.0 26.0 29.0 7.0 62.0 35.0 87.0 32.0 30.0 69.0 86.0 93.0 17.0 32.0 34.0 19.0 2.0 22.0 39.0 4.9375 6.09765625 0.319
565000 18.0 49.0 42.0 28.0 28.0 8.0 61.0 55.0 102.0 28.0 30.0 62.0 109.0 76.0 10.0 38.0 24.0 20.0 2.0 19.0 32.0 3.6875 5.94140625 0.357
566000 17.0 46.0 41.0 22.0 27.0 5.0 58.0 48.0 94.0 27.0 29.0 62.0 94.0 78.0 4.0 35.0 27.0 19.0 0.0 12.0 25.0 3.28125 5.22265625 0.351
567000 12.0 31.0 30.0 14.0 22.0 5.0 46.0 32.0 65.0 20.0 20.0 39.0 61.0 63.0 4.0 28.0 20.0 16.0 1.0 13.0 15.0 2.78125 3.87890625 0.317
568000 19.0 50.0 49.0 38.0 31.0 11.0 69.0 50.0 106.0 37.0 31.0 65.0 110.0 113.0 25.0 38.0 38.0 22.0 4.0 34.0 58.0 3.78125 5.28515625 0.325
569000 18.0 45.0 43.0 29.0 27.0 8.0 62.0 49.0 97.0 30.0 28.0 63.0 94.0 83.0 19.0 35.0 30.0 17.0 3.0 21.0 35.0 4.625 5.97265625 0.331
570000 10.0 20.0 24.0 8.0 16.0 3.0 39.0 13.0 40.0 12.0 18.0 38.0 38.0 59.0 0.0 14.0 16.0 9.0 0.0 8.0 10.0 2.875 3.37890625 0.344
571000 14.0 32.0 23.0 6.0 18.0 1.0 14.0 32.0 44.0 15.0 23.0 47.0 75.0 53.0 1.0 26.0 14.0 12.0 0.0 6.0 16.0 4.09375 5.625 0.336
572000 23.0 52.0 53.0 36.0 36.0 11.0 67.0 45.0 99.0 38.0 36.0 80.0 100.0 107.0 18.0 39.0 40.0 25.0 2.0 28.0 44.0 6.09375 7.22265625 0.329
573000 19.0 52.0 49.0 32.0 32.0 8.0 69.0 54.0 111.0 37.0 32.0 63.0 111.0 102.0 17.0 42.0 35.0 23.0 2.0 27.0 52.0 3.53125 5.28515625 0.35
574000 17.0 45.0 43.0 30.0 29.0 10.0 62.0 45.0 94.0 29.0 30.0 61.0 97.0 94.0 16.0 36.0 32.0 19.0 3.0 23.0 42.0 3.34375 4.97265625 0.344
575000 24.0 66.0 63.0 47.0 39.0 13.0 91.0 73.0 152.0 47.0 40.0 82.0 145.0 132.0 28.0 51.0 46.0 32.0 6.0 40.0 67.0 4.75 6.72265625 0.385
576000 23.0 61.0 56.0 41.0 34.0 10.0 80.0 69.0 138.0 44.0 38.0 77.0 139.0 105.0 31.0 50.0 38.0 27.0 5.0 40.0 54.0 5.375 7.44140625 0.335
577000 18.0 37.0 37.0 18.0 23.0 5.0 49.0 29.0 69.0 18.0 31.0 60.0 73.0 71.0 1.0 21.0 23.0 11.0 0.0 12.0 17.0 5.5625 6.81640625 0.327
578000 21.0 52.0 50.0 40.0 34.0 13.0 66.0 53.0 105.0 36.0 35.0 77.0 108.0 101.0 24.0 41.0 35.0 22.0 4.0 29.0 47.0 5.0 6.34765625 0.329
579000 17.0 39.0 32.0 15.0 20.0 3.0 43.0 42.0 70.0 17.0 29.0 57.0 91.0 55.0 4.0 29.0 17.0 12.0 0.0 11.0 17.0 5.40625 7.06640625 0.322
580000 14.0 36.0 25.0 17.0 19.0 6.0 20.0 42.0 59.0 16.0 24.0 43.0 84.0 41.0 7.0 29.0 12.0 13.0 2.0 12.0 15.0 3.4375 5.28125 0.345
581000 20.0 51.0 50.0 35.0 32.0 9.0 70.0 51.0 110.0 42.0 32.0 66.0 104.0 102.0 29.0 43.0 39.0 26.0 5.0 26.0 48.0 4.53125 6.03515625 0.356
582000 20.0 49.0 49.0 30.0 30.0 8.0 71.0 52.0 103.0 32.0 33.0 64.0 107.0 103.0 11.0 38.0 36.0 20.0 1.0 27.0 34.0 5.25 6.37890625 0.336
583000 21.0 55.0 51.0 39.0 33.0 12.0 72.0 59.0 117.0 37.0 34.0 73.0 119.0 106.0 23.0 43.0 37.0 25.0 4.0 29.0 49.0 4.5625 6.50390625 0.335
584000 17.0 43.0 38.0 16.0 25.0 3.0 52.0 42.0 81.0 23.0 29.0 59.0 96.0 81.0 2.0 32.0 24.0 17.0 0.0 13.0 28.0 3.71875 5.66015625 0.326
585000 18.0 45.0 42.0 27.0 27.0 7.0 60.0 49.0 95.0 31.0 29.0 63.0 95.0 72.0 11.0 38.0 30.0 19.0 1.0 21.0 27.0 4.625 6.09765625 0.355
586000 16.0 39.0 37.0 22.0 23.0 5.0 53.0 38.0 79.0 23.0 26.0 57.0 84.0 73.0 6.0 28.0 24.0 13.0 0.0 15.0 29.0 3.84375 5.28515625 0.308
587000 15.0 42.0 37.0 21.0 22.0 5.0 56.0 50.0 87.0 21.0 26.0 50.0 100.0 83.0 8.0 33.0 27.0 16.0 1.0 22.0 26.0 3.0625 4.72265625 0.365
588000 19.0 46.0 37.0 25.0 26.0 8.0 45.0 49.0 81.0 21.0 33.0 66.0 102.0 72.0 7.0 36.0 20.0 15.0 1.0 19.0 33.0 5.125 7.25390625 0.326
589000 13.0 35.0 34.0 15.0 19.0 2.0 55.0 37.0 79.0 24.0 22.0 49.0 78.0 67.0 5.0 29.0 25.0 15.0 0.0 13.0 18.0 2.59375 3.97265625 0.334
590000 22.0 57.0 51.0 29.0 35.0 8.0 67.0 57.0 111.0 38.0 37.0 74.0 120.0 91.0 9.0 44.0 36.0 28.0 1.0 23.0 34.0 4.59375 6.91015625 0.317
591000 20.0 54.0 49.0 38.0 32.0 11.0 67.0 59.0 113.0 37.0 34.0 69.0 117.0 98.0 17.0 44.0 34.0 22.0 2.0 28.0 47.0 4.0625 5.91015625 0.352
592000 15.0 42.0 43.0 28.0 27.0 8.0 64.0 43.0 94.0 31.0 24.0 56.0 89.0 102.0 15.0 34.0 34.0 21.0 3.0 24.0 38.0 2.46875 3.47265625 0.329
593000 16.0 40.0 35.0 20.0 25.0 6.0 45.0 39.0 70.0 23.0 27.0 58.0 85.0 76.0 11.0 32.0 23.0 17.0 3.0 15.0 29.0 3.59375 5.25390625 0.317
594000 19.0 41.0 43.0 26.0 29.0 8.0 62.0 33.0 82.0 30.0 32.0 69.0 72.0 84.0 17.0 30.0 32.0 19.0 2.0 18.0 29.0 5.4375 6.78515625 0.365
595000 12.0 26.0 20.0 9.0 13.0 2.0 33.0 27.0 44.0 13.0 20.0 41.0 57.0 33.0 3.0 23.0 9.0 9.0 0.0 5.0 6.0 4.15625 6.12890625 0.355
596000 15.0 39.0 41.0 27.0 25.0 8.0 62.0 39.0 87.0 29.0 24.0 56.0 81.0 95.0 15.0 31.0 33.0 18.0 2.0 23.0 36.0 3.09375 3.97265625 0.333
597000 17.0 47.0 42.0 25.0 26.0 5.0 62.0 55.0 106.0 33.0 29.0 57.0 105.0 75.0 11.0 39.0 29.0 19.0 1.0 23.0 35.0 3.6875 5.47265625 0.342
598000 13.0 40.0 31.0 14.0 21.0 3.0 44.0 48.0 79.0 24.0 23.0 43.0 90.0 50.0 7.0 36.0 19.0 16.0 1.0 11.0 18.0 1.875 4.00390625 0.314
599000 20.0 44.0 41.0 22.0 27.0 5.0 51.0 39.0 78.0 28.0 32.0 70.0 95.0 88.0 6.0 34.0 28.0 18.0 0.0 18.0 36.0 5.71875 7.31640625 0.349
600000 15.0 37.0 33.0 14.0 22.0 2.0 46.0 36.0 69.0 23.0 24.0 51.0 79.0 51.0 4.0 30.0 22.0 16.0 0.0 10.0 14.0 3.46875 5.19140625 0.341
601000 12.0 28.0 26.0 17.0 17.0 6.0 40.0 30.0 58.0 16.0 21.0 45.0 59.0 55.0 10.0 24.0 17.0 13.0 3.0 10.0 13.0 3.59375 4.62890625 0.307
602000 23.0 56.0 51.0 40.0 36.0 14.0 64.0 57.0 107.0 35.0 39.0 82.0 121.0 110.0 18.0 44.0 34.0 25.0 4.0 32.0 54.0 5.875 7.66015625 0.377
603000 21.0 58.0 52.0 41.0 32.0 11.0 75.0 67.0 133.0 35.0 35.0 67.0 128.0 99.0 20.0 43.0 31.0 22.0 4.0 34.0 51.0 4.5 6.62890625 0.34
604000 17.0 47.0 43.0 26.0 29.0 7.0 59.0 51.0 97.0 31.0 27.0 57.0 101.0 83.0 9.0 39.0 30.0 20.0 1.0 19.0 33.0 3.125 4.66015625 0.334
605000 11.0 23.0 20.0 7.0 12.0 2.0 33.0 20.0 41.0 6.0 18.0 39.0 51.0 37.0 0.0 14.0 11.0 4.0 0.0 3.0 6.0 3.5625 5.12890625 0.346
606000 17.0 43.0 40.0 27.0 25.0 7.0 59.0 48.0 93.0 27.0 27.0 61.0 93.0 79.0 11.0 34.0 26.0 15.0 1.0 18.0 30.0 4.375 5.84765625 0.302
607000 14.0 29.0 24.0 2.0 19.0 0.0 17.0 27.0 35.0 21.0 23.0 42.0 55.0 45.0 0.0 27.0 19.0 15.0 0.0 2.0 7.0 4.78125 5.5625 0.343
608000 17.0 50.0 46.0 31.0 28.0 8.0 71.0 59.0 117.0 35.0 28.0 62.0 111.0 90.0 17.0 43.0 33.0 24.0 3.0 25.0 36.0 2.9375 4.75390625 0.371
609000 21.0 54.0 53.0 40.0 36.0 13.0 71.0 56.0 113.0 40.0 32.0 72.0 112.0 115.0 30.0 44.0 40.0 26.0 6.0 35.0 55.0 4.75 5.97265625 0.364
610000 15.0 36.0 35.0 19.0 21.0 4.0 53.0 37.0 78.0 22.0 23.0 54.0 76.0 74.0 4.0 27.0 24.0 13.0 0.0 11.0 23.0 4.09375 5.28515625 0.298
611000 17.0 44.0 43.0 27.0 27.0 7.0 62.0 43.0 92.0 33.0 28.0 62.0 96.0 94.0 25.0 36.0 34.0 21.0 5.0 22.0 36.0 3.46875 4.97265625 0.348
612000 18.0 44.0 36.0 28.0 27.0 10.0 45.0 47.0 78.0 23.0 31.0 60.0 100.0 75.0 16.0 35.0 20.0 17.0 4.0 19.0 37.0 4.75 6.75390625 0.353
613000 9.0 26.0 21.0 10.0 12.0 1.0 36.0 30.0 53.0 13.0 15.0 33.0 61.0 35.0 4.0 22.0 12.0 8.0 0.0 7.0 9.0 1.59375 3.25390625 0.303
614000 18.0 45.0 41.0 26.0 25.0 7.0 61.0 46.0 95.0 28.0 29.0 60.0 100.0 90.0 5.0 34.0 30.0 20.0 0.0 17.0 33.0 4.40625 6.44140625 0.359
615000 12.0 30.0 30.0 12.0 20.0 4.0 49.0 25.0 60.0 20.0 22.0 46.0 63.0 69.0 8.0 25.0 25.0 16.0 2.0 14.0 17.0 2.375 3.91015625 0.354
616000 24.0 58.0 49.0 33.0 38.0 12.0 55.0 58.0 100.0 36.0 41.0 76.0 122.0 96.0 16.0 48.0 28.0 26.0 4.0 23.0 40.0 6.125 8.31640625 0.332
617000 15.0 35.0 35.0 11.0 23.0 2.0 55.0 36.0 75.0 28.0 22.0 51.0 68.0 65.0 3.0 31.0 30.0 19.0 0.0 9.0 13.0 4.46875 5.59765625 0.349
618000 13.0 36.0 23.0 12.0 19.0 4.0 13.0 43.0 53.0 18.0 23.0 40.0 84.0 39.0 4.0 29.0 9.0 13.0 1.0 5.0 16.0 2.75 4.375 0.346
619000 15.0 34.0 35.0 18.0 21.0 5.0 58.0 39.0 76.0 22.0 25.0 47.0 76.0 77.0 6.0 28.0 28.0 15.0 1.0 15.0 16.0 5.0 5.81640625 0.366
620000 14.0 37.0 37.0 24.0 21.0 5.0 58.0 38.0 83.0 28.0 22.0 54.0 77.0 69.0 18.0 30.0 29.0 15.0 2.0 17.0 25.0 2.84375 4.09765625 0.323
621000 15.0 37.0 34.0 14.0 21.0 3.0 49.0 38.0 73.0 20.0 25.0 52.0 85.0 82.0 1.0 29.0 24.0 14.0 0.0 14.0 27.0 3.84375 5.31640625 0.341
622000 18.0 47.0 45.0 28.0 30.0 8.0 62.0 45.0 94.0 33.0 29.0 61.0 94.0 97.0 15.0 38.0 34.0 23.0 3.0 20.0 37.0 3.46875 5.09765625 0.361
623000 20.0 46.0 44.0 33.0 29.0 10.0 60.0 43.0 90.0 30.0 33.0 70.0 94.0 94.0 17.0 35.0 30.0 19.0 3.0 22.0 42.0 5.46875 7.09765625 0.32
624000 18.0 42.0 42.0 27.0 26.0 7.0 60.0 40.0 87.0 27.0 29.0 65.0 92.0 93.0 8.0 30.0 29.0 16.0 0.0 24.0 38.0 4.84375 6.09765625 0.356
625000 19.0 45.0 49.0 26.0 31.0 7.0 72.0 40.0 103.0 34.0 30.0 71.0 85.0 90.0 17.0 31.0 39.0 21.0 2.0 20.0 33.0 4.75 5.72265625 0.355
626000 19.0 53.0 47.0 28.0 30.0 8.0 64.0 63.0 116.0 31.0 32.0 62.0 121.0 91.0 13.0 44.0 31.0 25.0 3.0 25.0 35.0 4.125 5.47265625 0.36
627000 14.0 38.0 31.0 14.0 21.0 4.0 43.0 39.0 69.0 16.0 24.0 46.0 87.0 57.0 3.0 28.0 16.0 12.0 0.0 11.0 18.0 2.59375 4.75390625 0.351
628000 14.0 34.0 31.0 15.0 20.0 3.0 50.0 37.0 73.0 23.0 23.0 50.0 71.0 56.0 7.0 29.0 22.0 15.0 1.0 10.0 18.0 4.09375 5.66015625 0.366
629000 18.0 47.0 43.0 27.0 28.0 7.0 60.0 46.0 92.0 29.0 30.0 63.0 96.0 85.0 11.0 35.0 30.0 18.0 1.0 17.0 36.0 3.59375 5.59765625 0.376
630000 12.0 26.0 26.0 9.0 14.0 1.0 41.0 23.0 56.0 13.0 20.0 47.0 56.0 47.0 1.0 18.0 18.0 8.0 0.0 7.0 11.0 3.6875 4.75390625 0.314
631000 21.0 63.0 56.0 42.0 35.0 11.0 81.0 75.0 147.0 39.0 36.0 67.0 144.0 111.0 20.0 48.0 34.0 26.0 4.0 40.0 59.0 3.4375 5.69140625 0.355
632000 9.0 20.0 22.0 14.0 15.0 5.0 36.0 15.0 42.0 11.0 15.0 31.0 39.0 48.0 6.0 10.0 11.0 7.0 1.0 8.0 13.0 2.25 2.75390625 0.348
633000 15.0 36.0 36.0 24.0 21.0 6.0 56.0 36.0 78.0 26.0 22.0 53.0 77.0 75.0 17.0 28.0 29.0 14.0 2.0 16.0 28.0 3.96875 5.22265625 0.282
634000 17.0 46.0 37.0 26.0 28.0 9.0 46.0 50.0 81.0 25.0 29.0 54.0 101.0 67.0 10.0 39.0 22.0 19.0 2.0 16.0 29.0 3.375 5.50390625 0.338
635000 14.0 36.0 31.0 21.0 21.0 6.0 43.0 36.0 66.0 22.0 24.0 50.0 78.0 62.0 13.0 29.0 21.0 15.0 3.0 13.0 26.0 2.96875 4.75390625 0.337
636000 19.0 51.0 47.0 31.0 31.0 9.0 64.0 54.0 103.0 33.0 32.0 67.0 111.0 91.0 10.0 41.0 34.0 21.0 1.0 27.0 37.0 3.75 5.47265625 0.317
637000 22.0 62.0 57.0 38.0 36.0 10.0 80.0 69.0 131.0 39.0 38.0 71.0 135.0 119.0 20.0 49.0 43.0 30.0 4.0 36.0 53.0 4.0 6.06640625 0.391
638000 15.0 41.0 38.0 25.0 24.0 7.0 55.0 42.0 86.0 26.0 25.0 53.0 89.0 89.0 13.0 32.0 25.0 16.0 3.0 18.0 36.0 2.71875 4.28515625 0.333
639000 14.0 35.0 30.0 20.0 21.0 6.0 41.0 35.0 63.0 20.0 25.0 53.0 76.0 58.0 13.0 29.0 19.0 15.0 3.0 14.0 24.0 3.21875 4.87890625 0.351
640000 15.0 40.0 35.0 23.0 22.0 6.0 53.0 47.0 87.0 22.0 24.0 53.0 91.0 69.0 7.0 32.0 21.0 13.0 1.0 16.0 27.0 3.625 5.28515625 0.321
641000 12.0 30.0 28.0 13.0 18.0 4.0 34.0 31.0 63.0 19.0 19.0 44.0 60.0 55.0 4.0 23.0 18.0 11.0 0.0 9.0 16.0 2.84375 3.875 0.331
642000 12.0 24.0 24.0 13.0 16.0 4.0 42.0 18.0 46.0 13.0 20.0 43.0 44.0 44.0 3.0 17.0 13.0 7.0 0.0 6.0 11.0 3.875 5.41015625 0.32
643000 20.0 54.0 52.0 32.0 34.0 9.0 73.0 58.0 119.0 39.0 33.0 69.0 111.0 101.0 14.0 45.0 38.0 27.0 2.0 27.0 41.0 3.9375 5.37890625 0.334
644000 16.0 39.0 40.0 26.0 23.0 7.0 61.0 35.0 86.0 26.0 25.0 55.0 81.0 80.0 15.0 27.0 30.0 14.0 2.0 20.0 33.0 3.8125 5.22265625 0.326
645000 13.0 34.0 29.0 15.0 19.0 3.0 42.0 35.0 64.0 20.0 22.0 45.0 75.0 52.0 7.0 27.0 19.0 13.0 1.0 9.0 18.0 2.71875 4.50390625 0.373
646000 17.0 42.0 45.0 26.0 30.0 9.0 69.0 38.0 96.0 32.0 27.0 62.0 76.0 94.0 16.0 31.0 33.0 20.0 3.0 19.0 34.0 3.9375 5.09765625 0.368
647000 19.0 52.0 47.0 33.0 31.0 10.0 65.0 57.0 108.0 33.0 32.0 66.0 113.0 96.0 12.0 43.0 31.0 21.0 2.0 26.0 41.0 3.75 5.59765625 0.33
648000 22.0 59.0 52.0 38.0 35.0 12.0 71.0 63.0 119.0 37.0 37.0 74.0 134.0 111.0 19.0 47.0 37.0 27.0 4.0 29.0 51.0 4.4375 6.87890625 0.351
649000 16.0 42.0 40.0 30.0 25.0 9.0 59.0 46.0 90.0 29.0 25.0 57.0 92.0 80.0 20.0 34.0 30.0 16.0 3.0 22.0 34.0 3.5 4.84765625 0.324
650000 17.0 37.0 31.0 22.0 22.0 7.0 40.0 35.0 62.0 18.0 30.0 57.0 82.0 57.0 13.0 27.0 17.0 13.0 3.0 15.0 26.0 5.21875 7.12890625 0.319
651000 14.0 37.0 30.0 17.0 21.0 5.0 42.0 40.0 68.0 20.0 23.0 47.0 89.0 76.0 11.0 32.0 17.0 16.0 3.0 13.0 28.0 3.21875 5.12890625 0.341
652000 13.0 37.0 36.0 21.0 21.0 4.0 57.0 39.0 83.0 26.0 20.0 46.0 80.0 75.0 8.0 30.0 27.0 15.0 0.0 14.0 26.0 2.09375 3.47265625 0.339
653000 18.0 48.0 45.0 34.0 29.0 10.0 63.0 52.0 101.0 34.0 29.0 65.0 101.0 89.0 21.0 39.0 32.0 19.0 3.0 25.0 39.0 3.75 5.22265625 0.339
654000 19.0 42.0 39.0 21.0 26.0 5.0 54.0 41.0 83.0 26.0 33.0 68.0 88.0 73.0 7.0 33.0 27.0 18.0 1.0 16.0 25.0 5.96875 7.53515625 0.365
655000 17.0 45.0 38.0 20.0 24.0 4.0 52.0 47.0 86.0 25.0 30.0 62.0 98.0 73.0 4.0 35.0 25.0 17.0 0.0 13.0 26.0 3.53125 5.75390625 0.35
656000 19.0 53.0 50.0 31.0 34.0 10.0 66.0 58.0 112.0 37.0 33.0 67.0 118.0 102.0 14.0 46.0 36.0 27.0 4.0 28.0 36.0 3.5 4.75390625 0.364
657000 13.0 31.0 23.0 9.0 15.0 2.0 19.0 28.0 47.0 17.0 22.0 45.0 74.0 46.0 0.0 25.0 14.0 11.0 0.0 2.0 16.0 3.3125 5.3125 0.32
658000 17.0 46.0 46.0 34.0 28.0 11.0 70.0 52.0 109.0 34.0 26.0 63.0 99.0 99.0 21.0 38.0 36.0 22.0 4.0 29.0 38.0 3.5625 4.62890625 0.338
659000 17.0 44.0 36.0 24.0 26.0 8.0 45.0 43.0 74.0 22.0 30.0 54.0 99.0 79.0 13.0 32.0 21.0 16.0 3.0 19.0 37.0 3.46875 5.75390625 0.35
660000 20.0 63.0 56.0 37.0 35.0 9.0 84.0 75.0 148.0 43.0 34.0 65.0 142.0 117.0 16.0 53.0 39.0 31.0 4.0 31.0 59.0 2.625 5.03515625 0.331
661000 13.0 36.0 35.0 21.0 20.0 4.0 56.0 38.0 81.0 24.0 20.0 48.0 78.0 73.0 8.0 28.0 25.0 13.0 0.0 14.0 26.0 2.34375 3.72265625 0.349
662000 16.0 41.0 42.0 30.0 25.0 8.0 62.0 40.0 89.0 29.0 25.0 58.0 87.0 89.0 18.0 30.0 31.0 16.0 2.0 24.0 36.0 3.34375 4.47265625 0.289
663000 18.0 37.0 34.0 18.0 25.0 6.0 52.0 37.0 74.0 21.0 32.0 60.0 73.0 65.0 3.0 28.0 19.0 14.0 0.0 11.0 20.0 6.59375 8.34765625 0.378
664000 19.0 56.0 58.0 39.0 32.0 9.0 95.0 66.0 143.0 42.0 31.0 65.0 126.0 120.0 28.0 45.0 49.0 30.0 6.0 44.0 44.0 3.25 4.50390625 0.347
665000 21.0 52.0 53.0 31.0 37.0 11.0 74.0 54.0 108.0 37.0 37.0 66.0 103.0 108.0 10.0 41.0 42.0 27.0 2.0 25.0 34.0 5.0625 6.00390625 0.362
666000 18.0 44.0 42.0 26.0 26.0 6.0 60.0 43.0 89.0 32.0 29.0 66.0 95.0 83.0 18.0 36.0 33.0 19.0 2.0 22.0 36.0 4.46875 6.09765625 0.329
667000 8.0 18.0 20.0 10.0 13.0 3.0 34.0 13.0 38.0 11.0 13.0 27.0 34.0 36.0 3.0 10.0 11.0 7.0 0.0 7.0 9.0 1.875 2.37890625 0.306
668000 19.0 49.0 43.0 27.0 28.0 6.0 56.0 49.0 94.0 29.0 32.0 59.0 109.0 89.0 9.0 37.0 26.0 18.0 1.0 20.0 44.0 4.03125 6.12890625 0.333
669000 20.0 52.0 44.0 29.0 30.0 9.0 57.0 56.0 99.0 28.0 34.0 66.0 119.0 82.0 10.0 40.0 25.0 21.0 2.0 21.0 33.0 4.4375 6.66015625 0.315
670000 17.0 39.0 35.0 21.0 24.0 6.0 47.0 37.0 70.0 25.0 29.0 61.0 84.0 67.0 13.0 31.0 24.0 17.0 3.0 14.0 27.0 4.71875 6.44140625 0.353
671000 17.0 43.0 39.0 21.0 25.0 5.0 55.0 43.0 85.0 25.0 28.0 60.0 96.0 87.0 4.0 33.0 26.0 18.0 0.0 17.0 31.0 3.96875 5.78515625 0.312
672000 17.0 46.0 42.0 26.0 27.0 7.0 61.0 52.0 98.0 31.0 26.0 57.0 100.0 85.0 9.0 40.0 30.0 21.0 1.0 18.0 30.0 3.75 5.34765625 0.33
673000 20.0 50.0 50.0 26.0 30.0 6.0 70.0 51.0 108.0 35.0 32.0 69.0 104.0 106.0 6.0 40.0 37.0 25.0 0.0 20.0 31.0 4.90625 5.75390625 0.389
674000 21.0 45.0 43.0 27.0 28.0 8.0 58.0 36.0 83.0 25.0 36.0 74.0 95.0 88.0 10.0 29.0 27.0 16.0 1.0 18.0 34.0 6.0625 8.09765625 0.365
675000 14.0 30.0 31.0 15.0 22.0 5.0 48.0 23.0 58.0 19.0 22.0 49.0 53.0 61.0 6.0 21.0 19.0 12.0 1.0 9.0 17.0 4.0 5.28515625 0.317
676000 17.0 48.0 46.0 30.0 28.0 8.0 71.0 56.0 115.0 34.0 25.0 58.0 106.0 98.0 14.0 40.0 33.0 22.0 2.0 26.0 40.0 3.4375 4.87890625 0.329
677000 19.0 46.0 42.0 26.0 30.0 9.0 57.0 41.0 86.0 25.0 34.0 67.0 94.0 83.0 12.0 31.0 26.0 18.0 3.0 17.0 33.0 4.375 6.47265625 0.34
678000 22.0 60.0 59.0 46.0 36.0 13.0 89.0 68.0 139.0 42.0 37.0 74.0 134.0 135.0 30.0 47.0 46.0 30.0 6.0 46.0 65.0 4.75 6.34765625 0.339
679000 16.0 38.0 36.0 22.0 24.0 6.0 52.0 37.0 75.0 26.0 24.0 55.0 82.0 76.0 6.0 30.0 25.0 16.0 0.0 17.0 31.0 4.21875 5.66015625 0.376
680000 14.0 31.0 32.0 13.0 20.0 3.0 50.0 27.0 67.0 17.0 24.0 51.0 62.0 71.0 1.0 22.0 23.0 12.0 0.0 10.0 21.0 4.0625 5.16015625 0.362
681000 20.0 47.0 40.0 28.0 29.0 9.0 36.0 45.0 77.0 35.0 32.0 59.0 98.0 85.0 21.0 41.0 31.0 22.0 4.0 19.0 36.0 5.46875 7.09375 0.33
682000 16.0 39.0 33.0 21.0 24.0 7.0 45.0 44.0 74.0 24.0 25.0 51.0 86.0 73.0 12.0 34.0 23.0 17.0 3.0 14.0 28.0 4.625 6.25390625 0.366
683000 15.0 41.0 31.0 18.0 21.0 5.0 45.0 50.0 81.0 23.0 26.0 48.0 96.0 56.0 7.0 35.0 18.0 16.0 1.0 12.0 25.0 3.5625 5.94140625 0.315
